"","week","treatment_id","experiment","click_sum","week_fac","prob_based","exp_factor","click_ind","country"
"332111",1,3,4,0,"week  1","no_prob","4",0,"IN"
"33231",1,4,4,0,"week  1","prob_email","4",0,"IN"
"332411",1,5,4,236,"week  1","prob_email","4",1,"IN"
"332731",1,1,4,0,"week  1","no_email","4",0,"IN"
"33294",1,1,4,0,"week  1","no_email","4",0,"IN"
"33313",1,5,4,0,"week  1","prob_email","4",0,"IN"
"33333",1,9,4,212,"week  1","rel_prob_email","4",1,"IN"
"333411",1,9,4,52,"week  1","rel_prob_email","4",1,"IN"
"33393",1,9,4,102,"week  1","rel_prob_email","4",1,"IN"
"3340",1,4,4,0,"week  1","prob_email","4",0,"IN"
"33412",1,9,4,96,"week  1","rel_prob_email","4",1,"IN"
"334411",1,8,4,171,"week  1","rel_prob_email","4",1,"IN"
"335121",1,5,4,0,"week  1","prob_email","4",0,"IN"
"3357",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"335821",1,1,4,117,"week  1","no_email","4",1,"IN"
"335921",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"33623",1,1,4,0,"week  1","no_email","4",0,"IN"
"3367",1,5,4,68,"week  1","prob_email","4",1,"IN"
"33715",1,3,4,0,"week  1","no_prob","4",0,"IN"
"337221",1,2,4,0,"week  1","no_prob","4",0,"IN"
"33771",1,5,4,0,"week  1","prob_email","4",0,"IN"
"3388",1,2,4,44,"week  1","no_prob","4",1,"IN"
"33973",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"34013",1,1,4,0,"week  1","no_email","4",0,"IN"
"34033",1,1,4,0,"week  1","no_email","4",0,"IN"
"34111",1,3,4,399,"week  1","no_prob","4",1,"IN"
"341221",1,5,4,0,"week  1","prob_email","4",0,"IN"
"341321",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"34252",1,5,4,0,"week  1","prob_email","4",0,"IN"
"342711",1,4,4,0,"week  1","prob_email","4",0,"IN"
"343111",1,1,4,164,"week  1","no_email","4",1,"IN"
"34331",1,1,4,0,"week  1","no_email","4",0,"IN"
"34342",1,3,4,0,"week  1","no_prob","4",0,"IN"
"343911",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"34461",1,4,4,168,"week  1","prob_email","4",1,"IN"
"34473",1,5,4,20,"week  1","prob_email","4",1,"IN"
"345511",1,1,4,316,"week  1","no_email","4",1,"IN"
"34561",1,8,4,256,"week  1","rel_prob_email","4",1,"IN"
"34634",1,1,4,0,"week  1","no_email","4",0,"IN"
"346621",1,3,4,0,"week  1","no_prob","4",0,"IN"
"346811",1,4,4,0,"week  1","prob_email","4",0,"IN"
"34692",1,5,4,0,"week  1","prob_email","4",0,"IN"
"34734",1,5,4,80,"week  1","prob_email","4",1,"IN"
"347511",1,5,4,0,"week  1","prob_email","4",0,"IN"
"347611",1,1,4,0,"week  1","no_email","4",0,"IN"
"34912",1,1,4,0,"week  1","no_email","4",0,"IN"
"349921",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"35031",1,2,4,0,"week  1","no_prob","4",0,"IN"
"35072",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"35083",1,2,4,24,"week  1","no_prob","4",1,"IN"
"3513",1,3,4,0,"week  1","no_prob","4",0,"IN"
"35191",1,3,4,0,"week  1","no_prob","4",0,"IN"
"352111",1,8,4,158,"week  1","rel_prob_email","4",1,"IN"
"352911",1,8,4,224,"week  1","rel_prob_email","4",1,"IN"
"353011",1,1,4,0,"week  1","no_email","4",0,"IN"
"354421",1,8,4,4,"week  1","rel_prob_email","4",1,"IN"
"35461",1,2,4,0,"week  1","no_prob","4",0,"IN"
"35483",1,3,4,40,"week  1","no_prob","4",1,"IN"
"35501",1,2,4,108,"week  1","no_prob","4",1,"IN"
"355311",1,3,4,0,"week  1","no_prob","4",0,"IN"
"355521",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"355611",1,3,4,24,"week  1","no_prob","4",1,"IN"
"35601",1,2,4,0,"week  1","no_prob","4",0,"IN"
"35652",1,3,4,4,"week  1","no_prob","4",1,"IN"
"357711",1,5,4,16,"week  1","prob_email","4",1,"IN"
"35795",1,5,4,16,"week  1","prob_email","4",1,"IN"
"3582",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"358421",1,8,4,182,"week  1","rel_prob_email","4",1,"IN"
"35891",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"359821",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"35991",1,2,4,54,"week  1","no_prob","4",1,"IN"
"36012",1,2,4,140,"week  1","no_prob","4",1,"IN"
"360411",1,3,4,0,"week  1","no_prob","4",0,"IN"
"36082",1,3,4,0,"week  1","no_prob","4",0,"IN"
"361121",1,2,4,0,"week  1","no_prob","4",0,"IN"
"36161",1,3,4,0,"week  1","no_prob","4",0,"IN"
"363411",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"363621",1,1,4,63,"week  1","no_email","4",1,"IN"
"36381",1,8,4,40,"week  1","rel_prob_email","4",1,"IN"
"365811",1,2,4,0,"week  1","no_prob","4",0,"IN"
"36603",1,2,4,0,"week  1","no_prob","4",0,"IN"
"36611",1,5,4,0,"week  1","prob_email","4",0,"IN"
"36811",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"36851",1,2,4,0,"week  1","no_prob","4",0,"IN"
"36871",1,5,4,0,"week  1","prob_email","4",0,"IN"
"36883",1,3,4,0,"week  1","no_prob","4",0,"IN"
"3690",1,2,4,0,"week  1","no_prob","4",0,"IN"
"3698",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"371311",1,1,4,0,"week  1","no_email","4",0,"IN"
"37151",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"37183",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"37191",1,4,4,0,"week  1","prob_email","4",0,"IN"
"372311",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"37255",1,2,4,0,"week  1","no_prob","4",0,"IN"
"37303",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"3731",1,1,4,0,"week  1","no_email","4",0,"IN"
"37332",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"3734",1,1,4,0,"week  1","no_email","4",0,"IN"
"37392",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"37421",1,1,4,0,"week  1","no_email","4",0,"IN"
"37452",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"37461",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"37482",1,3,4,0,"week  1","no_prob","4",0,"IN"
"37552",1,4,4,0,"week  1","prob_email","4",0,"IN"
"37681",1,4,4,0,"week  1","prob_email","4",0,"IN"
"377121",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"377411",1,1,4,0,"week  1","no_email","4",0,"IN"
"377621",1,2,4,0,"week  1","no_prob","4",0,"IN"
"37853",1,4,4,0,"week  1","prob_email","4",0,"IN"
"37861",1,3,4,0,"week  1","no_prob","4",0,"IN"
"37992",1,5,4,0,"week  1","prob_email","4",0,"IN"
"38021",1,5,4,0,"week  1","prob_email","4",0,"IN"
"38143",1,1,4,0,"week  1","no_email","4",0,"IN"
"3815",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"382131",1,2,4,0,"week  1","no_prob","4",0,"IN"
"382721",1,3,4,0,"week  1","no_prob","4",0,"IN"
"383011",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"383511",1,2,4,0,"week  1","no_prob","4",0,"IN"
"38361",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"38373",1,5,4,0,"week  1","prob_email","4",0,"IN"
"384521",1,1,4,0,"week  1","no_email","4",0,"IN"
"384911",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"385131",1,3,4,0,"week  1","no_prob","4",0,"IN"
"385321",1,5,4,0,"week  1","prob_email","4",0,"IN"
"385911",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"3862",1,5,4,0,"week  1","prob_email","4",0,"IN"
"387411",1,1,4,0,"week  1","no_email","4",0,"IN"
"388321",1,2,4,0,"week  1","no_prob","4",0,"IN"
"38893",1,5,4,0,"week  1","prob_email","4",0,"IN"
"389111",1,2,4,0,"week  1","no_prob","4",0,"IN"
"38943",1,2,4,0,"week  1","no_prob","4",0,"IN"
"389511",1,1,4,0,"week  1","no_email","4",0,"IN"
"38992",1,3,4,0,"week  1","no_prob","4",0,"IN"
"390821",1,3,4,0,"week  1","no_prob","4",0,"IN"
"39092",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"391121",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"391711",1,3,4,0,"week  1","no_prob","4",0,"IN"
"39213",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"392211",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"39272",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"39341",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"393521",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"394111",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"39432",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"39492",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"39603",1,5,4,0,"week  1","prob_email","4",0,"IN"
"397321",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"39771",1,2,4,0,"week  1","no_prob","4",0,"IN"
"397811",1,2,4,0,"week  1","no_prob","4",0,"IN"
"397921",1,1,4,0,"week  1","no_email","4",0,"IN"
"39842",1,2,4,0,"week  1","no_prob","4",0,"IN"
"39872",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"398911",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"39901",1,4,4,0,"week  1","prob_email","4",0,"IN"
"399211",1,4,4,0,"week  1","prob_email","4",0,"IN"
"400121",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40031",1,3,4,0,"week  1","no_prob","4",0,"IN"
"40072",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40082",1,2,4,0,"week  1","no_prob","4",0,"IN"
"400911",1,4,4,0,"week  1","prob_email","4",0,"IN"
"40191",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40223",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40241",1,5,4,0,"week  1","prob_email","4",0,"IN"
"40272",1,2,4,0,"week  1","no_prob","4",0,"IN"
"40302",1,5,4,0,"week  1","prob_email","4",0,"IN"
"40361",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"404411",1,1,4,0,"week  1","no_email","4",0,"IN"
"40452",1,4,4,0,"week  1","prob_email","4",0,"IN"
"40492",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"40542",1,5,4,0,"week  1","prob_email","4",0,"IN"
"40561",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40582",1,4,4,0,"week  1","prob_email","4",0,"IN"
"40591",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40632",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"40683",1,2,4,0,"week  1","no_prob","4",0,"IN"
"40712",1,3,4,0,"week  1","no_prob","4",0,"IN"
"40771",1,4,4,0,"week  1","prob_email","4",0,"IN"
"40841",1,3,4,0,"week  1","no_prob","4",0,"IN"
"40912",1,3,4,0,"week  1","no_prob","4",0,"IN"
"40922",1,3,4,0,"week  1","no_prob","4",0,"IN"
"40942",1,1,4,0,"week  1","no_email","4",0,"IN"
"4099",1,3,4,0,"week  1","no_prob","4",0,"IN"
"41001",1,4,4,0,"week  1","prob_email","4",0,"IN"
"41032",1,2,4,0,"week  1","no_prob","4",0,"IN"
"41061",1,2,4,0,"week  1","no_prob","4",0,"IN"
"41231",1,3,4,0,"week  1","no_prob","4",0,"IN"
"41302",1,3,4,0,"week  1","no_prob","4",0,"IN"
"413111",1,2,4,0,"week  1","no_prob","4",0,"IN"
"41431",1,2,4,0,"week  1","no_prob","4",0,"IN"
"41512",1,1,4,0,"week  1","no_email","4",0,"IN"
"41521",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"41542",1,2,4,0,"week  1","no_prob","4",0,"IN"
"41612",1,1,4,0,"week  1","no_email","4",0,"IN"
"41732",1,4,4,0,"week  1","prob_email","4",0,"IN"
"41761",1,2,4,0,"week  1","no_prob","4",0,"IN"
"417811",1,4,4,0,"week  1","prob_email","4",0,"IN"
"41841",1,2,4,0,"week  1","no_prob","4",0,"IN"
"41921",1,4,4,0,"week  1","prob_email","4",0,"IN"
"41941",1,4,4,0,"week  1","prob_email","4",0,"IN"
"41961",1,3,4,0,"week  1","no_prob","4",0,"IN"
"41972",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"41981",1,3,4,0,"week  1","no_prob","4",0,"IN"
"42011",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"42071",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"421111",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"42131",1,3,4,0,"week  1","no_prob","4",0,"IN"
"4215",1,3,4,0,"week  1","no_prob","4",0,"IN"
"42171",1,3,4,0,"week  1","no_prob","4",0,"IN"
"42251",1,4,4,0,"week  1","prob_email","4",0,"IN"
"42261",1,2,4,0,"week  1","no_prob","4",0,"IN"
"42452",1,1,4,0,"week  1","no_email","4",0,"IN"
"42491",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"42631",1,5,4,0,"week  1","prob_email","4",0,"IN"
"42681",1,4,4,0,"week  1","prob_email","4",0,"IN"
"42711",1,1,4,0,"week  1","no_email","4",0,"IN"
"42722",1,2,4,0,"week  1","no_prob","4",0,"IN"
"42772",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4278",1,4,4,0,"week  1","prob_email","4",0,"IN"
"4279",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"4281",1,1,4,0,"week  1","no_email","4",0,"IN"
"42861",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"42971",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4298",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4300",1,1,4,0,"week  1","no_email","4",0,"IN"
"43041",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4306",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"43091",1,4,4,0,"week  1","prob_email","4",0,"IN"
"43131",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4317",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"4335",1,4,4,0,"week  1","prob_email","4",0,"IN"
"43371",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"43381",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4345",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4350",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4360",1,1,4,0,"week  1","no_email","4",0,"IN"
"43641",1,3,4,0,"week  1","no_prob","4",0,"IN"
"4365",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4376",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4379",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"43822",1,4,4,0,"week  1","prob_email","4",0,"IN"
"4390",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4392",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"4394",1,1,4,0,"week  1","no_email","4",0,"IN"
"4397",1,1,4,0,"week  1","no_email","4",0,"IN"
"4405",1,2,4,0,"week  1","no_prob","4",0,"IN"
"4407",1,5,4,0,"week  1","prob_email","4",0,"IN"
"44091",1,2,4,0,"week  1","no_prob","4",0,"IN"
"44102",1,2,4,0,"week  1","no_prob","4",0,"IN"
"44141",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"4419",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4421",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"44271",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4431",1,4,4,0,"week  1","prob_email","4",0,"IN"
"4433",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"4436",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4437",1,3,4,0,"week  1","no_prob","4",0,"IN"
"44381",1,5,4,0,"week  1","prob_email","4",0,"IN"
"4446",1,2,4,0,"week  1","no_prob","4",0,"IN"
"4447",1,3,4,0,"week  1","no_prob","4",0,"IN"
"4458",1,2,4,0,"week  1","no_prob","4",0,"IN"
"44642",1,8,4,0,"week  1","rel_prob_email","4",0,"IN"
"44671",1,1,4,0,"week  1","no_email","4",0,"IN"
"4469",1,5,4,0,"week  1","prob_email","4",0,"IN"
"44701",1,4,4,0,"week  1","prob_email","4",0,"IN"
"44731",1,9,4,0,"week  1","rel_prob_email","4",0,"IN"
"44801",1,3,4,0,"week  1","no_prob","4",0,"IN"
"4481",1,3,4,0,"week  1","no_prob","4",0,"IN"
"7201",2,5,4,0,"week  2","prob_email","4",0,"IN"
"85",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"1310",2,4,4,0,"week  2","prob_email","4",0,"IN"
"14204",2,2,4,0,"week  2","no_prob","4",0,"IN"
"166",2,2,4,0,"week  2","no_prob","4",0,"IN"
"18100",2,5,4,0,"week  2","prob_email","4",0,"IN"
"2147",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"227",2,8,4,182,"week  2","rel_prob_email","4",1,"IN"
"23101",2,2,4,0,"week  2","no_prob","4",0,"IN"
"32154",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"34810",2,2,4,0,"week  2","no_prob","4",0,"IN"
"52101",2,1,4,0,"week  2","no_email","4",0,"IN"
"53101",2,9,4,216,"week  2","rel_prob_email","4",1,"IN"
"54121",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"58121",2,1,4,52,"week  2","no_email","4",1,"IN"
"60131",2,2,4,0,"week  2","no_prob","4",0,"IN"
"7010",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"762",2,2,4,20,"week  2","no_prob","4",1,"IN"
"843",2,3,4,12,"week  2","no_prob","4",1,"IN"
"9110",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"102131",2,4,4,0,"week  2","prob_email","4",0,"IN"
"1046",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"111101",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"115101",2,1,4,0,"week  2","no_email","4",0,"IN"
"125101",2,2,4,0,"week  2","no_prob","4",0,"IN"
"12610",2,3,4,0,"week  2","no_prob","4",0,"IN"
"131101",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"133131",2,1,4,0,"week  2","no_email","4",0,"IN"
"136",2,2,4,0,"week  2","no_prob","4",0,"IN"
"14310",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"14714",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"148101",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"149101",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"16281",2,4,4,0,"week  2","prob_email","4",0,"IN"
"16413",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"1655",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"16714",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"168101",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"17210",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"1749",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"17661",2,5,4,0,"week  2","prob_email","4",0,"IN"
"177101",2,9,4,12,"week  2","rel_prob_email","4",1,"IN"
"17871",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"188101",2,5,4,176,"week  2","prob_email","4",1,"IN"
"189101",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"19181",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"213121",2,1,4,0,"week  2","no_email","4",0,"IN"
"2209",2,1,4,11,"week  2","no_email","4",1,"IN"
"22410",2,3,4,0,"week  2","no_prob","4",0,"IN"
"2262",2,3,4,0,"week  2","no_prob","4",0,"IN"
"229101",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"23313",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"23810",2,5,4,0,"week  2","prob_email","4",0,"IN"
"239121",2,5,4,236,"week  2","prob_email","4",1,"IN"
"24442",2,5,4,0,"week  2","prob_email","4",0,"IN"
"246101",2,5,4,88,"week  2","prob_email","4",1,"IN"
"25353",2,1,4,259,"week  2","no_email","4",1,"IN"
"26071",2,1,4,32,"week  2","no_email","4",1,"IN"
"26991",2,5,4,136,"week  2","prob_email","4",1,"IN"
"2715",2,4,4,16,"week  2","prob_email","4",1,"IN"
"2737",2,2,4,0,"week  2","no_prob","4",0,"IN"
"27712",2,4,4,0,"week  2","prob_email","4",0,"IN"
"281101",2,1,4,0,"week  2","no_email","4",0,"IN"
"293111",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"302101",2,4,4,0,"week  2","prob_email","4",0,"IN"
"307121",2,1,4,48,"week  2","no_email","4",1,"IN"
"30941",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"318101",2,2,4,0,"week  2","no_prob","4",0,"IN"
"319101",2,4,4,0,"week  2","prob_email","4",0,"IN"
"3207",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"32410",2,4,4,284,"week  2","prob_email","4",1,"IN"
"3275",2,2,4,0,"week  2","no_prob","4",0,"IN"
"32810",2,3,4,0,"week  2","no_prob","4",0,"IN"
"34241",2,9,4,16,"week  2","rel_prob_email","4",1,"IN"
"3464",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"35252",2,4,4,0,"week  2","prob_email","4",0,"IN"
"36113",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"36510",2,3,4,0,"week  2","no_prob","4",0,"IN"
"36910",2,1,4,0,"week  2","no_email","4",0,"IN"
"3708",2,4,4,0,"week  2","prob_email","4",0,"IN"
"371111",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"37310",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"37610",2,5,4,0,"week  2","prob_email","4",0,"IN"
"37891",2,1,4,0,"week  2","no_email","4",0,"IN"
"38071",2,3,4,0,"week  2","no_prob","4",0,"IN"
"381101",2,8,4,8,"week  2","rel_prob_email","4",1,"IN"
"40263",2,2,4,0,"week  2","no_prob","4",0,"IN"
"40412",2,1,4,0,"week  2","no_email","4",0,"IN"
"408101",2,3,4,0,"week  2","no_prob","4",0,"IN"
"4096",2,5,4,16,"week  2","prob_email","4",1,"IN"
"41123",2,1,4,0,"week  2","no_email","4",0,"IN"
"41424",2,4,4,0,"week  2","prob_email","4",0,"IN"
"41533",2,5,4,0,"week  2","prob_email","4",0,"IN"
"41622",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"4177",2,1,4,0,"week  2","no_email","4",0,"IN"
"42142",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"42291",2,5,4,0,"week  2","prob_email","4",0,"IN"
"42361",2,1,4,0,"week  2","no_email","4",0,"IN"
"4261",2,4,4,0,"week  2","prob_email","4",0,"IN"
"43221",2,2,4,0,"week  2","no_prob","4",0,"IN"
"43332",2,2,4,78,"week  2","no_prob","4",1,"IN"
"4401",2,2,4,0,"week  2","no_prob","4",0,"IN"
"44223",2,1,4,0,"week  2","no_email","4",0,"IN"
"4452",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"446",2,3,4,36,"week  2","no_prob","4",1,"IN"
"4532",2,5,4,60,"week  2","prob_email","4",1,"IN"
"4564",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"46131",2,8,4,196,"week  2","rel_prob_email","4",1,"IN"
"4621",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"4721",2,5,4,0,"week  2","prob_email","4",0,"IN"
"4752",2,1,4,0,"week  2","no_email","4",0,"IN"
"4764",2,1,4,0,"week  2","no_email","4",0,"IN"
"4783",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"4804",2,2,4,136,"week  2","no_prob","4",1,"IN"
"48421",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"4851",2,5,4,0,"week  2","prob_email","4",0,"IN"
"4882",2,1,4,0,"week  2","no_email","4",0,"IN"
"4901",2,4,4,0,"week  2","prob_email","4",0,"IN"
"4911",2,4,4,0,"week  2","prob_email","4",0,"IN"
"49211",2,1,4,0,"week  2","no_email","4",0,"IN"
"50121",2,4,4,0,"week  2","prob_email","4",0,"IN"
"5054",2,8,4,32,"week  2","rel_prob_email","4",1,"IN"
"5075",2,5,4,128,"week  2","prob_email","4",1,"IN"
"5134",2,3,4,36,"week  2","no_prob","4",1,"IN"
"5154",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"5212",2,2,4,88,"week  2","no_prob","4",1,"IN"
"52321",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"5252",2,5,4,0,"week  2","prob_email","4",0,"IN"
"5264",2,1,4,0,"week  2","no_email","4",0,"IN"
"52921",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"53311",2,3,4,0,"week  2","no_prob","4",0,"IN"
"5362",2,4,4,0,"week  2","prob_email","4",0,"IN"
"5381",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"54611",2,5,4,132,"week  2","prob_email","4",1,"IN"
"5481",2,5,4,0,"week  2","prob_email","4",0,"IN"
"550",2,5,4,0,"week  2","prob_email","4",0,"IN"
"5662",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"56821",2,3,4,0,"week  2","no_prob","4",0,"IN"
"5692",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"57411",2,1,4,160,"week  2","no_email","4",1,"IN"
"58321",2,9,4,127,"week  2","rel_prob_email","4",1,"IN"
"5844",2,9,4,160,"week  2","rel_prob_email","4",1,"IN"
"5881",2,4,4,192,"week  2","prob_email","4",1,"IN"
"59321",2,2,4,0,"week  2","no_prob","4",0,"IN"
"59911",2,5,4,0,"week  2","prob_email","4",0,"IN"
"60011",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"60311",2,2,4,0,"week  2","no_prob","4",0,"IN"
"6061",2,3,4,0,"week  2","no_prob","4",0,"IN"
"61811",2,1,4,20,"week  2","no_email","4",1,"IN"
"63521",2,3,4,8,"week  2","no_prob","4",1,"IN"
"6401",2,2,4,0,"week  2","no_prob","4",0,"IN"
"6422",2,2,4,0,"week  2","no_prob","4",0,"IN"
"64431",2,3,4,0,"week  2","no_prob","4",0,"IN"
"6593",2,5,4,0,"week  2","prob_email","4",0,"IN"
"6602",2,5,4,0,"week  2","prob_email","4",0,"IN"
"66321",2,1,4,0,"week  2","no_email","4",0,"IN"
"6744",2,8,4,113,"week  2","rel_prob_email","4",1,"IN"
"6753",2,3,4,57,"week  2","no_prob","4",1,"IN"
"67611",2,5,4,0,"week  2","prob_email","4",0,"IN"
"6783",2,1,4,0,"week  2","no_email","4",0,"IN"
"6802",2,1,4,0,"week  2","no_email","4",0,"IN"
"6842",2,3,4,0,"week  2","no_prob","4",0,"IN"
"6852",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"6971",2,8,4,0,"week  2","rel_prob_email","4",0,"IN"
"7003",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"7023",2,1,4,0,"week  2","no_email","4",0,"IN"
"7033",2,4,4,0,"week  2","prob_email","4",0,"IN"
"7063",2,2,4,0,"week  2","no_prob","4",0,"IN"
"7123",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
"71431",2,4,4,0,"week  2","prob_email","4",0,"IN"
"7151",2,9,4,0,"week  2","rel_prob_email","4",0,"IN"
